archiveType,colour,date,heading,lead,photoUrl,photoUrlCropType,role,type,url,year
audio,#FF9F7C,2023-04-29T00:00:00Z,UUDISED. Erakonna Eestimaa Rohelised juhiks valiti Evelyn Sepp,"Erakonna Eestimaa Rohelised kogunes täna uusi juhte valima. Kandidaate oli kolm. Evelyn Sepp kogus hääletusel 27 häält, Mihkel Kangur 25 ja Marko Kaasik 12 häält. Roheliste põhikiri nõuab, et erakonnal on kaks juhti, seega on roheliste uued juhid Sepp ja Kangur. Evelyn Sepp ütles, et koostöö Kanguriga saab olema hea.
Evelyn Sepp; reporter Iida-Mai Einmaa",NA,file,content,audio,uudised-erakonna-eestimaa-rohelised-juhiks-valiti-evelyn-sepp,2023
audio,#1BABA1,2023-04-29T00:00:00Z,"UUDISED. EKRE volikogu kutsus üles makse alandama, mitte tõstma","Esimest korda pärast Riigikogu valimisi koos olnud Eesti Konservatiivse Rahvaerakonna volikogu lubab koonduda võitluseks ebausaldusväärsete e-valimiste ja nende toel võimule saanud valitsuse vastu. Kuigi EKRE sees on tunda pettumust valimistulemustes, loodab Martin Helme saada taas valituks erakonna esimeheks 10. juunil toimuval kongressil.
Erakonna esimees Martin Helme; volikogu liikmed Peeter Ernits, Arvo Aller; reporter Olev Kenk",NA,file,content,audio,uudised-ekre-volikogu-kutsus-ules-makse-alandama-mitte-tostma,2023
audio,#FF9F7C,2023-04-28T00:00:00Z,UUDISED. Ülekaalulisusega võitlemine vajaks suhkrumaksu ja reklaamipiiranguid,"Eestlaste toitumisest tingitud terviseprobleeme leevendaks see, kui riik looks parema keskkonna tevislikuks toitumiseks. Näiteks on teiste riikide kogemus tõestanud, et suhkrusisaldusega jookide kõrgem maksustamine aitab parandada inimeste tervist.
Maailma Terviseorganisatsiooni Eesti esinduse juht Kristina Köhler; reporter Kadri Põlendik",NA,file,content,audio,uudised-ulekaalulisusega-voitlemine-vajaks-suhkrumaksu-ja-reklaamipiiranguid,2023
audio,#AFA2EA,2023-04-28T00:00:00Z,"UUDISED. Venemaa valmistub Ukrainas kaitseks, aga ilmastik lähipäevil rünnakutegevust ei soosi",Kaitseministeeriumi tänasel pressikonverentsil andis viimastest julgeolekualastest arengutest ülevaate Kaitseliidu peastaabi ülem kolonel Eero Rebo.,NA,file,content,audio,uudised-venemaa-valmistub-ukrainas-kaitseks-aga-ilmastik-lahipaevil-runnakutegevust-ei-soosi,2023
audio,#1BABA1,2023-04-28T00:00:00Z,UUDISED. Valitsus on päevakorda tõstnud liikuvusreformi,"Valitsus on päevakorda tõstnud liikuvusreformi ja koos sellega uuesti ka nõudluspõhise ühistranspordi teema. Uuesti päevakorda tõusnud nõudluspõhine tarnsport annab tulemuse kui seda klapitada juba olemasoleva transpordivõrguga, arvavad eksperdid.
Modern Mobility kaasasutaja Tanel Talve; reporter Margitta Otsmaa",NA,file,content,audio,uudised-valitsus-on-paevakorda-tostnud-liikuvusreformi,2023
audio,#FF9F7C,2023-04-28T00:00:00Z,"UUDISED. Ugala Teatris esietendub Ringo Ramuli ""Head lapsed""","Laupäeval esietendub Ugalas Ringo Ramuli lavastatud koomiliste sugemetega draama ""Head lapsed"". Tüki aluseks on 2009. aastal valminud Kreeka film ""Koerahammas"". Filmi ainetel kirjutas teksti Ugala lavastuse tarvis dramaturg Roos Lisette Parmas.
Ringo Ramul; näitlejad Tanel Ingi, Kadri Lepp; reporter Olev Kenk",NA,file,content,audio,uudised-ugala-teatris-esietendub-ringo-ramuli-head-lapsed,2023
audio,#669DED,2023-04-28T00:00:00Z,UUDISED. Sanktsioonirikkumiste arv on märgatavalt kasvanud,"Soomest võidi Venemaale sanktsioone rikkudes eksportida pinnase puurimiseks mõeldud lõiketerasid. Soome tolli sõnul osalesid skeemis Eesti ja Soome ettevõtted, kes tellisid lõiketerad Kanadast ja müüsid need seejärel ebaseaduslikult Vene ettevõttele. Ka Eestis on sanktsioonirikkumised sagenenud.
Maksu- ja Tolliameti ühiskonna kaitse valdkonnajuht Valeri Rauam; reporter Johannes Voltri",NA,file,content,audio,uudised-sanktsioonirikkumiste-arv-on-margatavalt-kasvanud,2023
audio,#FC7E8A,2023-04-28T00:00:00Z,"UUDISED. Riigiasutused loodavad, et uus infosüsteem muudab seaduseelnõude koostamise lihtsamaks","Riigiasutused loodavad, et uus infosüsteem muudab seaduseelnõude koostamise lihtsamaks. Mõne aasta pärast peaks seaduseelnõude koostamine oluliselt muutuma. Kui praegu saadavad riigiasutused üksteisele kirju, kus räägivad, mis võiks eelnõus teisiti teha, siis edaspidi peaks arutelu toimuma ühes keskkonnas ühe dokumendi ümber. Ja kõik see peaks olema avalikkusele näha.
Projektijuht Karmen Vilms; reporter Madis Hindre",NA,file,content,audio,uudised-riigiasutused-loodavad-et-uus-infosusteem-muudab-seaduseelnoude-koostamise-lihtsamaks,2023
audio,#669DED,2023-04-28T00:00:00Z,UUDISED. Margitta Otsmaa. Väliskommentaar,USA ja Lõuna-Korea sõlmisid Põhja-Korea tuumaohu tõrjumiseks olulise kokkuleppe. Margitta Otsmaa komentaar,NA,file,content,audio,uudised-margitta-otsmaa-valiskommentaar-414837,2023
audio,#1BABA1,2023-04-28T00:00:00Z,UUDISED. Mall Mälberg. Väliskommentaar,Paavst Franciscus alustab täna visiiti Ungaris. Rooma-katoliku kiriku pea ja Ungari valitsus on eri seisukohtadel sõja suhtes Ukrainas. Jätkab Mall Mälberg,NA,file,content,audio,uudised-mall-malberg-valiskommentaar-414838,2023
audio,#AD81A2,2023-04-28T00:00:00Z,UUDISED. Lottemaal käib ettevalmistus peagi algavaks hooajaks,"Lottemaal käib ettevalmistus peagi algavaks hooajaks. Uus näitetrupp on komplekteeritud ja leiutamisvõistluse parimad välja selgitatud.
Lottemaa tegevjuht Margit Toodu; reporter Ester Vilgats",NA,file,content,audio,uudised-lottemaal-kaib-ettevalmistus-peagi-algavaks-hooajaks,2023
audio,#AFA2EA,2023-04-28T00:00:00Z,UUDISED. Ida-Virumaale on kerkimas uus põlevkivitööstusega seotud turismiatraktsioon,"Ida-Virumaale on kerkimas uus põlevkivitööstusega seotud turismiatraktsioon. Sügisel peaks Alutaguse vallas valmima merepinnast enam kui 120 meetri kõrgusel asuv motomägi.
Enefit Poweri juhatuse esimees Andres Vainola; Ida-Virumaa turismiinfo konsultant Kristina Ernits; reporter Rene Kundla",NA,file,content,audio,uudised-ida-virumaale-on-kerkimas-uus-polevkivitoostusega-seotud-turismiatraktsioon,2023
audio,#FF9F7C,2023-04-28T00:00:00Z,"UUDISED. ""Sinise"" kütuse müük langes enam kui poole võrra","Aasta algusest saab põllumeestele mõeldud eriotstarbelist diislikütust osta vaid registri alusel. Nii on selle müük langenud rohkem kui poole võrra ning riik teenib täiendavat aktsiisitulu.
PRIA registrite osakonna juht Kiido Levin; Alexela juhatuse liige Tarmo Kärsna; Põllumeeste ühistu Kevili juhataja Hannes Prits; reporter Joakim Klementi",NA,file,content,audio,uudised-sinise-kutuse-muuk-langes-enam-kui-poole-vorra,2023
audio,#1BABA1,2023-04-27T00:00:00Z,UUDISED. Valitsuse pressikonverents,"Tänasel valitsuse pressikonverentsil kiitis peaminister Kaja Kallas Paul Kereselt 15 000 euro väljanõudmist ning rahandusminister Mart Võrklaev märkis, et kõrgemate ametnike palgad pole erasektoriga võrreldes konkurentsivõimelised.
Peaminister Kaja Kallas; regionaalminister Madis Kallas; rahandusminister Mart Võrklaev; reporter Madis Hindre",NA,file,content,audio,uudised-valitsuse-pressikonverents-414644,2023
audio,#AD81A2,2023-04-27T00:00:00Z,UUDISED. USA-s seisab New Yorgi linn silmitsi aina kasvava kodutusega,"USA-s seisab New Yorgi linn silmitsi aina kasvava kodutusega. See on omakorda pannud inimesi rohkem muretsema kuritegevuse pärast. Linnapea Eric Adams on seetõttu edasi liikunud plaaniga, mis peaks lihtsustama vaimsete häiretega inimeste kinni pidamist ja haiglasse viimist, kuid mitte kõik pole tema lähenemisega rahul.
Reporter Maria-Ann Rohemäe; kodutu Cornelius; linnapea Eric Adams; USA Kodanikuvabaduste Liidu New Yorgi haru juht Donna Lieberman; endine kodutu Shams DaBaron",NA,file,content,audio,uudised-usa-s-seisab-new-yorgi-linn-silmitsi-aina-kasvava-kodutusega,2023
audio,#FC7E8A,2023-04-27T00:00:00Z,"UUDISED. Täna selgub, millised erakonnad hakkavad Soomes valitsuskõnelusi pidama","Soome peaministrikandidaat Petteri Orpo teeb täna pärastlõunal teatavaks, missuguste erakondadega hakkab valitsuskõnelusi pidama.
Reporter Kai Vare; Perussuomalaiste juht Riikka Purra; Petteri Orpo",NA,file,content,audio,uudised-tana-selgub-millised-erakonnad-hakkavad-soomes-valitsuskonelusi-pidama,2023
audio,#FF9F7C,2023-04-27T00:00:00Z,UUDISED. Teatrite piletihindade tõus on vältimatu,"Üldise hinnatõusu keskel peavad ka teatrid tõstma oma piletihindu. Teisalt on neile oluline, et kõrged hinnad ei seaks külastajatele rahalisi piire.
Tartu Karlova Teatri tegevjuht Ruta Rannu; Rakvere Teatri juhataja Velvo Väli; teatrikriitik Pille-Riin Purje; reporter Maria Kruusement",NA,file,content,audio,uudised-teatrite-piletihindade-tous-on-valtimatu,2023
audio,#669DED,2023-04-27T00:00:00Z,"UUDISED. Riik plaanib taristutasud üle vaadata, et kaup raudteele tagasi suunata","Kuna rongid on keskkonnasõbralikumad kui veoautod, soovib riik kaubaveod suunata raudteele, tõenäoliselt tähendab see kõrgemaid taristutasusid autovedajatele. Praegu on pigem toimumas vastupidne, kaupa veetaks rohkem teedel.
Kliimaminister Kristen Michal; Operaili juhatuse liige Merle Kurvits; reporter Joakim Klementi",NA,file,content,audio,uudised-riik-plaanib-taristutasud-ule-vaadata-et-kaup-raudteele-tagasi-suunata,2023
audio,#1BABA1,2023-04-27T00:00:00Z,UUDISED. Pärnus pannakse täna nurgakivi koduta loomade varjupaigale,"Pärnus pannakse täna nurgakivi koduta loomade varjupaigale. Loomad saavad tõeliselt luksusliku elamise, mis läheb maksma miljon eurot.
Pärnumaa omavalitsuste liidu juhatuse liige Erik Reinhold; reporter Ester Vilgats",NA,file,content,audio,uudised-parnus-pannakse-tana-nurgakivi-koduta-loomade-varjupaigale,2023
audio,#FC7E8A,2023-04-27T00:00:00Z,UUDISED. Nursipalu harjutusvälja arendustega võiks alustada juba sel aastal,"Kaitseministeerium valmistas harjutusalade kiirkorras laiendamiseks ette eelnõu, mida tutvustades lubatakse kõige kaasavamat ja ja läbipaistvamat otsustamist. Eelnõu kooskõlastamiseks antakse kaks ööpäeva.
Kaitseministeeriumi õigusosakonna juhataja Lauri Kriisa; Eestimaa Looduse Fondi metsaprogrammi meeskonna liige Laura Uibopuu; reporter Madis Hindre",NA,file,content,audio,uudised-nursipalu-harjutusvalja-arendustega-voiks-alustada-juba-sel-aastal,2023
audio,#1BABA1,2023-04-27T00:00:00Z,UUDISED. Mall Mälberg. Väliskommentaar,"USA endine president Donald Trump on küll vabariiklastest valijate seas favoriit järgmisteks presidendivalimisteks, kuid tal on palju võistlejaid, tuntumatest Nikki Haley, Ron DeSantis. Jätkab Mall Mälberg",NA,file,content,audio,uudised-mall-malberg-valiskommentaar-414645,2023
audio,#669DED,2023-04-27T00:00:00Z,UUDISED. Järvamaa Haigla avas täna uue erakorralise meditsiini osakonna,"Järvamaa Haigla avas täna uue erakorralise meditsiini osakonna. Arutelud juurdeehitise püstitamiseks algasid covid-pandeemia tõttu, kuna haigla polnud valmis neid haigeid vastu võtma.
Haigla peaarst Külvar Mand; Heidi Alasepp, Sotsiaalministeerium; AS Järvamaa Haigla nõukogu esimees Kalev Aun; reporter Olev Kenk",NA,file,content,audio,uudised-jarvamaa-haigla-avas-tana-uue-erakorralise-meditsiini-osakonna,2023
audio,#FC7E8A,2023-04-27T00:00:00Z,UUDISED. Hannes Hanso: optimismiks Hiina ja Ukraina suhetes erilist alust ei ole,"Ukraina president Volodõmõr Zelenski helistas eile Hiina presidendile Xi Jinpingile. See oli nende esimene suhtlus pärast Venemaa sissetungi Ukrainasse. Pärast kahe riigi presidendi telefonikõnet saadab Ukraina Pekingisse suursaadiku ja Hiina määrab Ukrainasse eriesindaja.
Eesti suursaadik Hiinas Hannes Hanso; reporter Mall Mälberg",NA,file,content,audio,uudised-hannes-hanso-optimismiks-hiina-ja-ukraina-suhetes-erilist-alust-ei-ole,2023
audio,#AD81A2,2023-04-27T00:00:00Z,UUDISED. Haapsalus loetakse täna õhtul ühiselt ette ajakirja Looming tekste,"Kirjandusajakiri Looming saab sellel nädalal saja aastaseks. Haapsalu Raamatukogu lugemissaalis toimub praegu ühine Loomingu tekstide ettelugemine ja näituse tutvustus.
Kirjandushuviline Svea Talving; Lääne Maakonna Keskraamatukogu peaspetsialist lugejakoolituse alal Janne Tenson; muuseumijuht Anton Pärn; reporter Juhan Hepner",NA,file,content,audio,uudised-haapsalus-loetakse-tana-ohtul-uhiselt-ette-ajakirja-looming-tekste,2023
audio,#AFA2EA,2023-04-26T00:00:00Z,UUDISED. Üle poole Eesti lastest ja täiskasvanutest liigub endiselt liiga vähe,"Aastal 2015 vastu võetud dokumendi ""Eesti spordipoliitika põhialused aastani 2030"" ühe sõnastatud eesmärgi järgi liigub ja spordib 2030. aastal valdav osa Eesti elanikest. Nii on see praegu näiteks Põhjamaades. Samas, eelmisel aastal valminud liikumisuuringu järgi liigub üle poole lastest ja täiskasvanutest endiselt liiga vähe.
Kultuuriministeeriumi spordi asekantsler Tarvi Pürn; SA Liikumisharrastuse kompetentsikeskuse juht Alo Lõoke; reporter Jane Saluorg",NA,file,content,audio,uudised-ule-poole-eesti-lastest-ja-taiskasvanutest-liigub-endiselt-liiga-vahe,2023
audio,#FF9F7C,2023-04-26T00:00:00Z,"UUDISED. Tänavuste Eesti Muusika Päevade loosung on ""Vaim ja hing""","Kolmapäeval algavad kodumaiste heliloojate esiettekannetele pühendatud Eesti Muusika Päevad.
Festivali kunstiline juht Timo Steiner; helilooja Märt-Matis Lill; reporter Tõnu Karjatse",NA,file,content,audio,uudised-tanavuste-eesti-muusika-paevade-loosung-on-vaim-ja-hing,2023
audio,#FC7E8A,2023-04-26T00:00:00Z,UUDISED. Tarmo Maiberg. Väliskommentaar,"Lõuna-Korea president Yoon Suk Yeol on Ameerika Ühendriikides kuuepäevasel riigivisiidili. Piduliku külaskäigu 70 aastase sõpruse tähistamiseks rikub aga teadmine, et Põhja-Korea on muutunud palju ähvardavamaks mõlema riigi jaoks. Jätkab Tarmo Maiberg",NA,file,content,audio,uudised-tarmo-maiberg-valiskommentaar-414548,2023
audio,#669DED,2023-04-26T00:00:00Z,UUDISED. Saaremaa soetab mobiilseid elektrigeneraatoreid,"Kuigi Saaremaa sai Suure väina merekaabli kasutusele võtuga püsiva elektriühenduse juba ligi 60 aastat tagasi, räägitakse aga nüüd - ligi 60 aastat hiljem Saaremaa varustamisest elektrigeneraatoritega. Eelmise aasta detsembritormi valusast õppetunnist lähtudes eraldas Siseministeerium saarte elektritaristu toimimiseks kriisi korral pool miljonit eurot, millest suurim saareline omavalitsus Saaremaa vald saab ligi 250 000 euro eest osta elektrikatkestuste puhuks generaatoreid. Milliseid generaatoreid, kui palju ja millal need Saaremaale soetatakse?
Saaremaa valla kriisivalmiduse nõunik Gunnar Havi; reporter Margus Muld",NA,file,content,audio,uudised-saaremaa-soetab-mobiilseid-elektrigeneraatoreid,2023
audio,#FF9F7C,2023-04-26T00:00:00Z,UUDISED. Rootsi energiafirma rajab oma soojuselektrijaama juurde süsinikuheitmete kogumise süsteemi,"Rootsi energiafirma Stockholm Exergi rajab oma biokütusel töötava soojuselektrijaama juurde süsinikuheitmete kogumise süsteemi, mis võimaldaks jõuda kokkuvõttes negatiivse emissioonini ehk CO2 kogust atmosfääris vähendada. Esimesed negatiivsete heitmete ostukavatsused on juba allkirjastatud.
Reporter Epp Ehand; Exergi teadus- ja arendusjuht Fabian Levihn",NA,file,content,audio,uudised-rootsi-energiafirma-rajab-oma-soojuselektrijaama-juurde-susinikuheitmete-kogumise-susteemi,2023
audio,#669DED,2023-04-26T00:00:00Z,UUDISED. Rahandusministeerium avaldas uue koalitsiooni esimese maksumuudatuste paketi,"Rahandusministeerium saatis kooskõlastamiseks välja tulumaksu, käibemaksu, hasartmängu- ja aktsiisiseaduse muudatused. Nende tulemusel loodab ministeerium riigikassasse raha juurde saada umbes 200 miljonit eurot aastas.
Rahandusminister Mart Võrklaev; Rahandusministeeriumi riigi rahanduse talituse juhataja Kadri Klaos; reporter Kadri Põlendik",NA,file,content,audio,uudised-rahandusministeerium-avaldas-uue-koalitsiooni-esimese-maksumuudatuste-paketi,2023
audio,#669DED,2023-04-26T00:00:00Z,UUDISED. Mall Mälberg. Väliskommentaar,"USA president Joe Biden on teatavasti otsustanud, et kandideerib järgmistel presidendivalimistel. Samas soovivad umbes pooled demokraatidest, et partei valiks teise kandidaadi. Võimalike presidendikandidaatidena nimetatakse eneseabi gurut Marianne Williamsoni ja Robert Kennedy juuniori. Mall Mälberg jätkab",NA,file,content,audio,uudised-mall-malberg-valiskommentaar-414549,2023
audio,#1BABA1,2023-04-26T00:00:00Z,UUDISED. Koalitsioon otsib võimalusi anda 16-aastastele õigus valida Riigikogu,"Reformierakond, Eesti 200 ja sotsiaaldemokraadid otsivad võimalusi anda 16- ja 17-aastastele noortele Riigikogu valimistel valimisõigus. Opositsioonierakondadest suhtub ettepanekusse positiivselt Keskerakond.
Erkki Keldo, Reformierakond; Andrei Korobeinik, Keskerakond; Jaak Valge, EKRE; Tartu Ülikooli Johan Skytte instituudi võrdleva poliitika lektor Alar Kilp; reporter Johannes Voltri",NA,file,content,audio,uudised-koalitsioon-otsib-voimalusi-anda-16-aastastele-oigus-valida-riigikogu,2023
audio,#AD81A2,2023-04-26T00:00:00Z,UUDISED. Kagu-Eestis kinnisvara soetamise vastu on huvi suur,"Kagu-Eestis kinnisvara soetamise vastu on huvi suur. Maamaju ja talukohti on aga müügil vähe.
Varaleidja maakler Janek Moros; Eramu Kinnisvara maakler Arno Simpson; reporter Leevi Lillemäe",NA,file,content,audio,uudised-kagu-eestis-kinnisvara-soetamise-vastu-on-huvi-suur,2023
audio,#669DED,2023-04-26T00:00:00Z,UUDISED. Iloni Imedemaa kogusse lisandus 88 seniteadmata Ilon Wiklandi visandit,"Iloni Imedemaa kogusse lisandus 88 seniteadmata Ilon Wiklandi visandit. Need annetas Saksamaal elav proua, kes töötas kunagi Wiklandi kodus lapsehoidjana.
Iloni Imedemaa juhataja Maarja Kõuts; reporter Juhan Hepner",NA,file,content,audio,uudised-iloni-imedemaa-kogusse-lisandus-88-seniteadmata-ilon-wiklandi-visandit,2023
audio,#AFA2EA,2023-04-26T00:00:00Z,UUDISED. Haapsalus peetakse vanemaealiste liikumisnädalat,"Spordiliit Läänela korraldab koos Haapsalu linnavalitsusega liikumisnädala ""Võtame südamega"", mille eesmärk on õhutada vanemaealisi rohkem liikuma.
Kepikõnnitreener Ülle Lass; kepikõndi proovima tulnud Marika, Hille; reporter Juhan Hepner",NA,file,content,audio,uudised-haapsalus-peetakse-vanemaealiste-liikumisnadalat,2023
audio,#AFA2EA,2023-04-26T00:00:00Z,UUDISED. Euroopa Komisjon soovib lõdvendada riikide eelarvereegleid,"Euroopa Komisjon tutvustas kolmapäeval kava, millega lõdvendataks riikide eelarvereegleid. Samas peaksid suurtes võlgades riigid komisjoni hinnangul ise rohkem muretsema oma olukorra pärast.
Reporter Joosep Värk; Euroopa Komisjoni kaubandusvolinik Valdis Dombrovskis; komisjoni majandusküsimuste volinik Paolo Gentiloni",NA,file,content,audio,uudised-euroopa-komisjon-soovib-lodvendada-riikide-eelarvereegleid,2023
audio,#669DED,2023-04-25T00:00:00Z,"UUDISED. USA president Joe Biden teatas ametlikult, et kavatseb kandideerida järgmistel valimistel","USA president Joe Biden teatas ametlikult, et kavatseb kandideerida ka järgmistel valimistel. Bideni kampaania ei saa tõenäoliselt olema kerge, sest hinnatõus ja kõrged intressid on räsinud paljusid ameeriklasi. Erakonnasiseselt pole Bidenil seni tõsiseltvõetavaid vastaskandidaatide. Lähiajal peaks kiiresti kasvama aga vabariiklaste kampaaniate hulk.
Reporter Maria-Ann Rohemäe; president Joe Biden; Chicago Ülikooli professor William Howell; CBS-i uudiste poliitikatoimetaja Weijia Jiang; New York Timesi toimetaja David Brooks",NA,file,content,audio,uudised-usa-president-joe-biden-teatas-ametlikult-et-kavatseb-kandideerida-jargmistel-valimistel,2023
audio,#FF9F7C,2023-04-25T00:00:00Z,UUDISED. Tartu Linnamuuseumis avati Eduard Rüga tööde näitus,"Kolmes saalis on avatud Kunstiühingu Pallas näitus, pealkirjaga ""Rõõm ja mure kaksikvennad. Eduard Rüga paguluses."" Väljapanek toob vaatajateni mitmeid Rüga töid, mis pikalt välismaal olnud, kuid lõpuks tagasi Eestisse jõudnud ja mida varasematel Rügaga seotud näitustel eksponeeritud ei ole.
Kunstiühingu Pallas esimees ja näituse koostaja Enn Lillemets; reporter Jane Saluorg",NA,file,content,audio,uudised-tartu-linnamuuseumis-avati-eduard-ruga-toode-naitus,2023
audio,#669DED,2023-04-25T00:00:00Z,UUDISED. Sindi saab kärestikukeskuse,"Pärnumaale Sinti, lammutatud paisu asemele rajatud kärestiku kõrvale hakatakse ehitama kärestikukeskust, mis peaks valmima sügisel. Nüüd saab siin paremini korraldada treeninguid ja süstaslaalomi võistlusi.
Tori vallavanem Lauri Luur; Eesti Aerutamisföderatsiooni juhatuse liige Siim Peetris; reporter Ester Vilgats",NA,file,content,audio,uudised-sindi-saab-karestikukeskuse,2023
audio,#1BABA1,2023-04-25T00:00:00Z,UUDISED. Riigikontrolli audit tuvastas puudused laiapindses riigikaitse korralduses,"Riigikontrolli audit tuvastas, et laiapindse riigikaitse korralduses on tõsiseid puudujääke. Riigiasutused ei anna üksteisele piisavalt infot ning ministeeriumitel puuduvad kriisideks vajalikud varud. Riigikantselei ei ole täitnud oma juhtrolli.
Riigikontrolör Janar Holm; riigisekretär Taimar Peterkop; reporter Joakim Klementi",NA,file,content,audio,uudised-riigikontrolli-audit-tuvastas-puudused-laiapindses-riigikaitse-korralduses,2023
audio,#1BABA1,2023-04-25T00:00:00Z,UUDISED. President Alar Karis kohtus Lätis liivi ja eesti keele õppijatega,"Alar Karis keskendus Läti riigivisiidi teisel päeval keelele ja kultuurile. Eesti keele õppimisvõimalusi Lätis ja vastupidi väga palju pole, kuid liivi keelest ja kultuurist teame Riias tegutseva Liivi Instituudi tegevuse kaudu järjest enam.
Reporter Ragnar Kond; Liivi Instituudi juht Valts Ernštreits; Läti Ülikooli eesti keele professor Ieva Spolite-Jansone; president Alar Karis",NA,file,content,audio,uudised-president-alar-karis-kohtus-latis-liivi-ja-eesti-keele-oppijatega,2023
audio,#FF9F7C,2023-04-25T00:00:00Z,UUDISED. Narvas hakati maha võtma punakommunaaride nimedega tänavasilte,"Narvas alustati Tiimanni ja Daumani tänavasiltide vahetust. Kokku vahetatakse Narvas mõne päevaga ligi 100 majasilti ja liiklusmärki.
Reporter Jüri Nikolajev; linnapea Katri Raik; narvalased Aleksander, Sergei",NA,file,content,audio,uudised-narvas-hakati-maha-votma-punakommunaaride-nimedega-tanavasilte,2023
audio,#AFA2EA,2023-04-25T00:00:00Z,UUDISED. Mida tänavu suursaartel elektrivõrgu tugevdamiseks teha jõutakse,"Elektrilevi plaanib järgneva viiel aastal Eesti elektrivõrgu töökindlusse investeerida kokku ligi miljard eurot. Seda on poole võrra rohkem, kui eelmisel viiel aastal on tehtud. Tänavu investeritakse elektrivõrku 65 miljonit, millest Saaremaale ja Hiiumaale, kus detsembris olid suured elektrikatjestused plaanitakse koos riigi poolse täiendava lisarahaga tänavu investeeringuid viie miljoni euro eest.
Elektrilevi juhatuse esimehees Mihkel Härm; reporter Margus Muld",NA,file,content,audio,uudised-mida-tanavu-suursaartel-elektrivorgu-tugevdamiseks-teha-joutakse,2023
audio,#669DED,2023-04-25T00:00:00Z,UUDISED. Logistikud loodavad tuua Eesti raudteele Põhjamaade kauba,"Varem Venemaalt tulnud kaubamahu ärakukkumisega ei ole raudteetransport enam kulutõhus ning kaup liigub veoautodega. Logistikud loodavad raudtee mahu taastada Soome ühenduse toel.
Eesti Raudtee kommertsjuht Arthur Raichmann; HHLA TK Estonia juhatuse liige Andres Uusoja; Soome ekspideerimise ja logistikaliidu tegevjuht Petri Laitinen; Soome ettevõtte Valmet Automotive transpordijuht Toni Reunanen; reporter Joakim Klementi",NA,file,content,audio,uudised-logistikud-loodavad-tuua-eesti-raudteele-pohjamaade-kauba,2023
audio,#1BABA1,2023-04-25T00:00:00Z,UUDISED. Kaja Kallase hinnangul töötavad julgeolekugarantiid Ukraina vastu,"Ukraina presidendi Volodõmõr Zelenskiga eile kohtunud peaminister Kaja Kallas soovitas Ukrainal loobuda plaanist küsida NATO-lt samasuguseid julgeolekugarantiisid nagu Soome ja Rootsi. Kallase sõnul peaks Ukraina keskenduma sellele, et saada pärast sõja võitu NATO täieõiguslikuks liikmeks.
Välisministeeriumi kantsler Jonatan Vseviov; Kaja Kallas; reporter Madis Hindre",NA,file,content,audio,uudised-kaja-kallase-hinnangul-tootavad-julgeolekugarantiid-ukraina-vastu,2023
audio,#AFA2EA,2023-04-25T00:00:00Z,UUDISED. Euroopa Komisjon paneb päitsed pähe 19 internetiplatvormile,"Euroopa Komisjon teatas täna 19 suure internetiplatvormi nimed, millele hakkavad kehtima spetsiaalsed reeglid. Jätkab Joosep Värk Brüsselist.",NA,file,content,audio,uudised-euroopa-komisjon-paneb-paitsed-pahe-19-internetiplatvormile,2023
audio,#FF9F7C,2023-04-25T00:00:00Z,UUDISED. Arni Alandi. Väliskommentaar,"Ühendkuningriigi valitsus tahab õdede ametiühingu tuleval nädalal kohtusse kaevata, et ära hoida õdede streiki. Kuningliku Õdede Kolleegiumi liikmed plaanivad 30. aprillist 2. maini kestvat streiki, sest valitsus lükkas nende palganõude tagasi. Terviseminister Steve Barclay sõnul aga saab õdede streigimandaat 1. mail otsa. Arni Alandi kommentaar",NA,file,content,audio,uudised-arni-alandi-valiskommentaar-414842,2023
audio,#669DED,2023-04-25T00:00:00Z,UUDISED. Agentuurid teatavad Ukraina vägede asumisest positsioonidele Dnepri jõe idakaldal,"Agentuurid teatavad Ukraina vägede asumisest positsioonidele Dnepri jõe idakaldal Hersonist lõunas. Ei Ukraina ega Venemaa seda ei kinnita. Kui need teated õigeks osutuvad, aitab see ukrainlastel oluliselt vene vägesid tagasi lüüa.
Kuna piirkond on osaliselt vene kontrolli all, siis võib jõe ületamine tulevastes pealetungides väga oluline olla, märgivad vaatlejad.
Julgeolekuekspert Rainer Saks; reporter Mall Mälberg",NA,file,content,audio,uudised-agentuurid-teatavad-ukraina-vagede-asumisest-positsioonidele-dnepri-joe-idakaldal,2023
audio,#669DED,2023-04-24T00:00:00Z,UUDISED. Täna algas kevadiste riigieksamite periood,"Täna algas kevadiste riigieksamite periood. Gümnaasiumilõpetajatel on võimalus teha eesti keele või eesti keele teise keelena, matemaatika ja inglise keele riigieksam. Inglise keele riigieksami asemel on võimalik valida ka rahvusvaheliselt tunnustatud võõrkeeleeksam. Esimese eksamina toimus täna kuuetunnine eesti keele eksam, kuhu oli registreerunud üle 7500 eksamitegija.
Haridus- ja Noorteameti testide ja hindamisosakonna juht Aimi Püüa; abituriendid Riika Seeba, Argo Kamenik; reporter Jane Saluorg",NA,file,content,audio,uudised-tana-algas-kevadiste-riigieksamite-periood,2023
