archiveType,colour,date,heading,lead,photoUrl,photoUrlCropType,role,type,url,year
audio,#FC7E8A,2023-12-21T00:00:00Z,UUDISED. Töötukassa juht: signaalid tööturult on ärevad,"Töötukassa ootab järgmiseks aastaks töötuse määra tõusu, mis tähendab, et seni ülejäägiga arvestatud Töötukassa eelarve jääb ilmselt nulli või väikesesse miinusesse. Töötukassa juhi Meelis Paaveli sõnul on raha reservis tagavaraks, aga sügisel võib osutuda vajalikuks töötuskindlustuse maksemäära tõstmine.
Meelis Paavel; reporter Mart Linnart",NA,file,content,audio,uudised-tootukassa-juht-signaalid-tooturult-on-arevad,2023
audio,#AFA2EA,2023-12-21T00:00:00Z,UUDISED. Texases muudeti ebaseaduslik piiriületus kuriteoks,"Texases muudeti ebaseaduslik piiriületus kuriteoks.
Reporter Maria-Ann Rohemäe; Texase kuberner Greg Abbott; immigratsiooniõiguse ekspert Vickie Giamara; Valge Maja pressiesindaja Karine Jean-Pierre",NA,file,content,audio,uudised-texases-muudeti-ebaseaduslik-piiriuletus-kuriteoks,2023
audio,#669DED,2023-12-21T00:00:00Z,UUDISED. Tartu ja Helsingi vahelistele regulaarlendudele esitas ainsana pakkumise Finnair,"Tartu linn otsis hankega Tartu ja Helsingi vahelistele regulaarlendudele neljaks aastaks lennuettevõtjat ja ainsana esitas pakkumise Finnair, kes samal liinil lendamise mullu sügisel katkestas. Praeguseks on linn üle vaadanud Finnairi poolt tehtud pakkumise vastavuse hanke tingimustele. Tartu linnapea Urmas Klaas ütles, et linn on valmis Finnairiga lepingusse minema. Lennud Tartu ja Soome vahel taastuvad sel juhul järgmise aasta 31. märtsist.
Linnapea Urmas Klaas; reporter Jane Saluorg",NA,file,content,audio,uudised-tartu-ja-helsingi-vahelistele-regulaarlendudele-esitas-ainsana-pakkumise-finnair,2023
audio,#669DED,2023-12-21T00:00:00Z,UUDISED. Riskirühmade vaktsineeritus on parem kui koroonaeelsel ajal,"Vaktsineeritus nii koroona kui gripi vastu ja teadlikkus sellest on covidi-laine eelse ajaga oluliselt kasvanud. Eelmise nädalal lõpu seisuga on riskirühma ehk üle 60-aastaste hõlmatus 24 protsenti.
Perearst Piret Rospu; reporter Margitta Otsmaa

.",NA,file,content,audio,uudised-riskiruhmade-vaktsineeritus-on-parem-kui-koroonaeelsel-ajal,2023
audio,#FF9F7C,2023-12-21T00:00:00Z,UUDISED. Riik tahab paremat ülevaadet reovee käitlemisest,"Kliimaministeerium on saatnud kooskõlastusringile veeseaduse muutumise väljatöötamise kavatsuse, mille eesmärk on praegusest paremini korraldada reovee äravedu. Muudatused peaksid andma parema ülevaate näiteks sellest, kas kogumismahutitesse kogutav reovesi jõuab nõuetekohaselt reoveepuhastisse ja ka sellest, kes osutab reovee äreveoteenust.
Kliimaministeeriumi veeosakonna juhataja Karin Kroon; Eesti Veettevõtete Liidu juhatuse esimees Andres Aruhein; reporter Jane Saluorg",NA,file,content,audio,uudised-riik-tahab-paremat-ulevaadet-reovee-kaitlemisest,2023
audio,#1BABA1,2023-12-21T00:00:00Z,UUDISED. Peaministri sõnul peaks valitsus keskenduma kärbete tegemisele,"Koalitsioonipartnerid demonstreerisid üllatust rahandusminister Mart Võrklaeva intervjuule ERR-s. Võrklaev ütles, et ühiskond ei suuda enam uusi makse vastu võtta ning riigieelarve strateegia tühi maksurida tuleb pigem täita laenude juurdevõtmisega. Peaminister Kaja Kallas ütles, et ta on rahandusminister Mart Võrklaeva tööga rahul.
Kaja Kallas; reporter Indrek Kiisler",NA,file,content,audio,uudised-peaministri-sonul-peaks-valitsus-keskenduma-karbete-tegemisele,2023
audio,#1BABA1,2023-12-21T00:00:00Z,UUDISED. Majandusanalüütikud: Brexit on vähendanud Suurbritannia sisemajanduse kogutoodangut,"Majandusanalüütikud: Brexit on vähendanud Suurbritannia sisemajanduse kogutoodangut 2-3% võrra. Negatiivne mõju on tulenenud kaubandustõketest, suurenenud ebakindlusest ja vähenenud investeeringutest.
Reporter Epp Ehand; protestija Steven Bray; Londoni King´s College´i majandusprofessor Jonathan Portes; majandus- ja sotsiaaluuringute instituudi vanemökonomist Ahmet Kaya",NA,file,content,audio,uudised-majandusanaluutikud-brexit-on-vahendanud-suurbritannia-sisemajanduse-kogutoodangut,2023
audio,#1BABA1,2023-12-21T00:00:00Z,UUDISED. Euroopa Komisjon esitas oma soovitused seoses Eesti kliimakavaga,"Euroopa Komisjoni hinnangul paistavad Eesti edusammud liidu kliimaneutraalsuse eesmärgi saavutamise suunas ebapiisavad. Komisjon märgib seda Eestile esitatud soovituste sissejuhatuses. Soovitused esitati seoses Eesti ajakohastatud riikliku energia- ja kliimakava projektiga ja need on allkirjastanud energeetikavolinik Kadri Simson.
Kliimaministeeriumi kliimaosakonna juhataja Laura Remmelgas; reporter Janek Salme",NA,file,content,audio,uudised-euroopa-komisjon-esitas-oma-soovitused-seoses-eesti-kliimakavaga,2023
audio,#669DED,2023-12-21T00:00:00Z,UUDISED. Donald Tusk võib Eestile olla tugev liitlane Brüsselis,"Poolas endas lubab uus peaminister Donald Tusk liberaalseid reforme ning muutusi eelmise valitsuspartei mõjuvõimu all riigiasutustes.
Tartu Ülikooli Johan Skytte instituudi Euroopa õpingute kaasprofessor Stefano Braghiroli; reporter Joakim Klementi",NA,file,content,audio,uudised-donald-tusk-voib-eestile-olla-tugev-liitlane-brusselis,2023
audio,#1BABA1,2023-12-20T00:00:00Z,UUDISED. Trump kaebab Colorado kohtu otsuse ülemkohtusse,"USA Colorado osariigi kohus otsustas, et Donald Trumpi ei saa kinnitada kandidaadiks osariigi eelvalimistel. Trumpi kampaaniameeskond lubas kaevata otsuse USA ülemkohtusse.
Reporter Mall Mälberg; president Donald Trump; Duke Ülikooli ajalooprofessor Adriane Lentz",NA,file,content,audio,uudised-trump-kaebab-colorado-kohtu-otsuse-ulemkohtusse,2023
audio,#AFA2EA,2023-12-20T00:00:00Z,UUDISED. Tallinna Jäätmekeskus tõstab hindu,"Tallinna Jäätmekeskus kehtestas uueks aastaks uue teenuste hinnakirja.
Tallinna Jäätmekeskuse juhataja Rein Kalle; reporter Tõnu Karjatse",NA,file,content,audio,uudised-tallinna-jaatmekeskus-tostab-hindu,2023
audio,#AFA2EA,2023-12-20T00:00:00Z,UUDISED. Sündide vähenemine sunnib maakonnahaiglaid sünnitusosakondi sulgema,"Kuna Eestis on sündide arv viimastel aastatel vähenenud, siis mitmes maakonnahaiglas on sünnituste arv langenud alla kriitilise piiri, mistõttu ei suudeta tagada kvaliteetset sünnitusabi ning seetõttu ollakse sunnitud sünnitusosakond sulgema.
Lõuna-Eesti Haigla ravijuht Agnes Aart; Sotsiaalministeeriumi tervishoiuvõrgu juht Heli Paluste; reporter Leevi Lillemäe",NA,file,content,audio,uudised-sundide-vahenemine-sunnib-maakonnahaiglaid-sunnitusosakondi-sulgema,2023
audio,#FC7E8A,2023-12-20T00:00:00Z,UUDISED. Riik kavatseb lähiaastail laenata kolm miljardit eurot,"Lähiaastail plaanib riik laenata kolm miljardit eurot, seda ilma 400 miljoni eurota, mille juurdelaenamist poliitikud arutavad.
Rahandusministeeriumi riigikassa osakonna juhataja Janno Luurmees; Swedbanki peaökonomist Tõnu Mertsina; reporter Joakim Klementi",NA,file,content,audio,uudised-riik-kavatseb-lahiaastail-laenata-kolm-miljardit-eurot,2023
audio,#FC7E8A,2023-12-20T00:00:00Z,UUDISED. Reformierakonna partnerid võimuliidus soovivad uut riigieelarve strateegia arutelu,"Poliitikute seas tekitab segadust rahandusminister Mart Võrklaeva eilne sõnavõtt laenuvõtmise kohta riigieelarve kulude katteks. Koalitsioonipartnerid soovivad uut riigieelarve strateegia arutelu.
Isamaa esimees Urmas Reinsalu; EKRE esimees Martin Helme; Sotsiaaldemokraatliku Erakonna esimees, siseminister Lauri Läänemets; Eesti 200 esimees, välisminister Margus Tsahkna; rahandusminister Mart Võrklaev (Reformierakond); endine rahandusminister Aivar Sõerd (Reformierakond); reporter Tõnu Karjatse",NA,file,content,audio,uudised-reformierakonna-partnerid-voimuliidus-soovivad-uut-riigieelarve-strateegia-arutelu,2023
audio,#1BABA1,2023-12-20T00:00:00Z,UUDISED. Margitta Otsmaa. Väliskommentaar,Türgi presidendi Recep Tayyip Erdoğani sõnul on toimunud positiivseid arenguid USA hävitajate F-16 müügiks Türgile ning müügi kinnitamine aitaks edasi liikuda Rootsi NATO-liikmesuse ratifitseerimisel. Lähemalt räägib Margitta Otsmaa,NA,file,content,audio,uudised-margitta-otsmaa-valiskommentaar-434653,2023
audio,#AD81A2,2023-12-20T00:00:00Z,"UUDISED. Lätis läheb Rail Balticu ehitus maksma vähemalt 3,7 miljardit eurot","Läti valitsus kiitis heaks Lätit läbiva Rail Balticu põhitrassi ehituse 3,7 miljardi euro suuruses summas. Siiski on sellest praegu rahalist katet vaid 165 miljoni euro ulatuses. Paljud rongiliikluseks vajalikud investeeringud põhitrassi eelarvesse ei mahu.
Reporter Ragnar Kond; Läti transpordiminister Kaspars Briškens; Läti peaminister Evika Silina",NA,file,content,audio,uudised-latis-laheb-rail-balticu-ehitus-maksma-vahemalt-3-7-miljardit-eurot,2023
audio,#669DED,2023-12-20T00:00:00Z,UUDISED. Jaan Toots: Narva vajab eestikeelsele õppele üleminekuks ajapikendust,"Narva linnapea Jaan Tootsi sõnul õpivad Narva õpetajad küll hoolega eesti keelt, aga siiski vajab Narva eestikeelsele haridusele üleminekul ajapikendust.
Jaan Toots; reporter Madis Hindre",NA,file,content,audio,uudised-jaan-toots-narva-vajab-eestikeelsele-oppele-uleminekuks-ajapikendust,2023
audio,#1BABA1,2023-12-20T00:00:00Z,UUDISED. Eesti on teinud Vene sanktsioonidele 200 erandit,"Venemaale Ukraina ründamise eest kehtestatud sanktsioonidele on Eesti teinud umbes 200 erandit. Peamiselt tehakse erandeid, kui sanktsioon näeb ette üleminekuaja või erand on paslik näiteks ohutuse tagamiseks.
Välisministeeriumi sanktsioonide ja strateegilise kauba kontrolli osakonna peaspetsialist Andres Siplane; reporter Joakim Klementi",NA,file,content,audio,uudised-eesti-on-teinud-vene-sanktsioonidele-200-erandit,2023
audio,#FF9F7C,2023-12-19T00:00:00Z,UUDISED. Ülo Kaasik: järgnevatel aastatel on võlaspiraali vältimine keeruline,"Eesti Pank tuleb täna välja uuendatud majandusprognoosiga, sest majanduse väljavaated on muutunud oluliselt kehvemaks. Kas optimistlikult tehtud tuleva aasta riigieelarve vajaks ümbertegemist?
Panga asepresident Ülo Kaasik; reporter Indrek Kiisler",NA,file,content,audio,uudised-ulo-kaasik-jargnevatel-aastatel-on-volaspiraali-valtimine-keeruline,2023
audio,#669DED,2023-12-19T00:00:00Z,UUDISED. Vulkanoloog: Islandi vulkaanipurse võib kesta pikemat aega,"Islandi pealinnast Reykjavikist lõunas hakkas eile õhtul purskama vulkaan. Riigi meteoroloogieteenistuse andmetel on laavavool viimaste aastate suurim.
Vulkanoloog Heidi Soosalu; reporter Mall Mälberg",NA,file,content,audio,uudised-vulkanoloog-islandi-vulkaanipurse-voib-kesta-pikemat-aega,2023
audio,#FF9F7C,2023-12-19T00:00:00Z,UUDISED. Soome ja USA allkirjastasid kahepoolse kaitsekoostöö lepingu,"Eile õhtul allkirjastasid Soome ja USA kahepoolse kaitsekoostöö lepingu. Nädalavahetusel hoiatas Venemaa president, et NATO-ga liitunud Soomel võib tulla probleeme.
Reporter Kai Vare; Soome kaitseminister Antti Häkkänen; Venemaa president Vladimir Putin",NA,file,content,audio,uudised-soome-ja-usa-allkirjastasid-kahepoolse-kaitsekoostoo-lepingu,2023
audio,#FF9F7C,2023-12-19T00:00:00Z,UUDISED. Riigiteede korrashoiuks eraldatakse lähiaastatel veidi üle poole vajalikust rahast,"Riigiteed vajavad olemasoleva seisukorra säilitamiseks ja seisundi mõningaseks parendamiseks iga aasta umbes 210 miljonit eurot, aga saavad 115 miljonit.
Kliimaministeeriumi asekantsler Sander Salmu; reporter Uku Toom",NA,file,content,audio,uudised-riigiteede-korrashoiuks-eraldatakse-lahiaastatel-veidi-ule-poole-vajalikust-rahast,2023
audio,#1BABA1,2023-12-19T00:00:00Z,UUDISED. Riigil on plaan keelata suurele osale lühinumbritele helistamise eest tasu küsimine,"Majandus- ja Kommunikatsiooniministeerium soovib keelata enamikele lühinumbritele helistamise eest kõrgema tasu küsimise ning loodab, et seepeale hakatakse neid numbreid senisest rohkem tarvitama.
Tarbijakaitse ja Tehnilise Järelvalve Ameti sideosakonna juhataja Oliver Gailan; reporter Madis Hindre",NA,file,content,audio,uudised-riigil-on-plaan-keelata-suurele-osale-luhinumbritele-helistamise-eest-tasu-kusimine,2023
audio,#FF9F7C,2023-12-19T00:00:00Z,UUDISED. Rahandusminister: majanduse olukorra tõttu tuleb 400-miljonine maksutõus ära jätta,"Rahandusminister Mart Võrklaev teatas, et jätkuva majanduslanguse tingimustes tuleks ära jätta 2025. aastaks plaanitud 400 miljoni euro ulatuses sisustamata maksutõuse. Nii koalitsioonis kui ka opositsioonis leiab see mõte toetust.
Mart Võrklaev; SDE esimees Lauri Läänemets; Rain Epler, EKRE; Jüri Ratas, Keskerakond; Isamaa esimees Urmas Reinsalu; reporter Uku Toom",NA,file,content,audio,uudised-rahandusminister-majanduse-olukorra-tottu-tuleb-400-miljonine-maksutous-ara-jatta,2023
audio,#669DED,2023-12-19T00:00:00Z,UUDISED. Osa sektoreid saab puhkeaja pikendamise nõudega valusamalt pihta,"1. jaanuarist jõustub Euroopa Kohtu otsus, mis puudutab töö- ja puhkeaja seadust. Otsus pikendab kohustuslikku puhkeaega, seab aga mõned sektorid sellega täbarasse seisu.
AS Tallinna Linnatransport juhatuse liige Andrei Novikov; Haiglate Liidu juht Urmas Sule; Liis Tõnismaa, Majandusministeerium; reporter Tõnu Karjatse",NA,file,content,audio,uudised-osa-sektoreid-saab-puhkeaja-pikendamise-noudega-valusamalt-pihta,2023
audio,#FC7E8A,2023-12-19T00:00:00Z,UUDISED. Osa Tartu õpetajaid ei jõudnud hoiatusstreigil osaleda,"Mõned Tartu koolidirektorid leiavad, et õpetajate hoiatusstreik oli liiga kiiresti korraldatud ja seetõttu ei saanud kõik koolid selles osaleda. Enamik neist kavatseb siiski osaleda 22. jaanuaril algaval tähtajatul streigil. Lisaks väljendavad õpetajad pettumust valitsuse suhtumise pärast ja rõhutavad vajadust vaadata palgaküsimusest kaugemale.
Ilmatsalu koolijuht Anu Köidam; Kõrvaküla kooli direktor Andres Jõgar; Maarja kooli direktor Jaanus Rooba; reporter Margus Vahter",NA,file,content,audio,uudised-osa-tartu-opetajaid-ei-joudnud-hoiatusstreigil-osaleda,2023
audio,#669DED,2023-12-19T00:00:00Z,UUDISED. Lüganuse vald plaanib Purtse mõisa müüki panna,"Lüganuse vald kaalub Purtse mõisa müükipanekut, sest hoone vajab renoveerimist, aga vallal selleks võimekust ei ole.
Lüganuse valla kinnisvaraspetsialist Agnes Heinmaa; restorani Von Taube omanik ja peakokk Mihkel Luus; reporter Rene Kundla",NA,file,content,audio,uudised-luganuse-vald-plaanib-purtse-moisa-muuki-panna,2023
audio,#669DED,2023-12-18T00:00:00Z,UUDISED. Tartu Ülikool rajab Maarjamõisa oma suurima õppe- ja teaduskompleksi,"Tartu Ülikool rajab Maarjamõisa linnaosasse oma senise suurima õppe- ja teadushoone. Ligikaudu 30 000 ruutmeetrine hoone kerkib Physicumi õppehoone ja Sanatooriumi tänava vahel olevale tühermaale. Uude hoonesse kolivad neli ülikooli instituuti.
Tartu Ülikooli kantsler ja võistlustööde žürii esimees Kstina Noormets; Tartu linnavalitsuse arhitektuuriteenistuse juhtiv arhitekt Ivo-Sven Riet; reporter Jane Saluorg",NA,file,content,audio,uudised-tartu-ulikool-rajab-maarjamoisa-oma-suurima-oppe-ja-teaduskompleksi,2023
audio,#669DED,2023-12-18T00:00:00Z,UUDISED. Sõja tõttu viibib osa Eesti relvatarneid Iisraelist,"Eesti tellib Iisraelist palju relvastust ja laskemoona, kuid sõja tõttu võib osa tarneid venida paari kuu võrra. Iisraeli majandusele on sõda kulukas eelkõige reservväelaste mobilisatsiooni tõttu.
Riigi Kaitseinvesteeringute Keskuse peadirektor Magnus-Valdemar Saar; Rahvusvahelise Kaitseuuringute Keskuse direktor Indrek Kannik; reporter Joakim Klementi",NA,file,content,audio,uudised-soja-tottu-viibib-osa-eesti-relvatarneid-iisraelist,2023
audio,#FC7E8A,2023-12-18T00:00:00Z,UUDISED. Suursaarte laevaliinidele otsitakse uut laeva ja vedajat,"2026. aastal peaksid toimuma suured muudatused suursaarte parvlaevaliinidel. Praegu käib rahvusvaheline hange vedaja leidmiseks uueks lepinguperioodiks. Senise vedaja TS Laevade kõrval on huvi üles näidanud ka teised laevandusettevõtjad. Pisut enam kui kahe aasta pärast peaks liinile tulema ka uus täiselektriline 40 miljonit eurot maksev parvlaev. Samal ajal peab Saarte Liinid välja ehitama Eestis esmakordselt elektrilaevadele mõeldud sadamataristu, mis läheb omakorda maksma 10 miljonit eurot.
Saarte Liinide taristuosakonna juht Jalmar Jõksi; TS Laevade juhatuse esimees Indrek Randveer; reporter Margus Muld",NA,file,content,audio,uudised-suursaarte-laevaliinidele-otsitakse-uut-laeva-ja-vedajat,2023
audio,#FF9F7C,2023-12-18T00:00:00Z,UUDISED. Riigikogu liikmete Iisraeli toetuseks kirjutatud avalduses ei ole relvarahu nõuet,"Sotsiaaldemokraatlik Erakond peab kahetsusväärseks Riigikogu väliskomisjoni otsust jätta Iisraeli toetuskirjast välja relvarahu nõue.
Sotsiaaldemokraatliku Erakonna liige Jevgeni Ossinovski; reporter Tõnu Karjatse",NA,file,content,audio,uudised-riigikogu-liikmete-iisraeli-toetuseks-kirjutatud-avalduses-ei-ole-relvarahu-nouet,2023
audio,#669DED,2023-12-18T00:00:00Z,UUDISED. Nelja aasta pärast ootab kõrgemaid riigitöötajaid aegade suurim palgatõus,"Ehkki neljal kevadel peab suurem osa kõrgemaid riigiteenistujaid leppima saja- kuni mõnesaja eurose palgatõusuga, tasutakse nende solidaarsus 2028. aastal, mil ees ootab 1000 kuni 2000 euro suurune palgatõus.
Rahandusminister Mart Võrklaev; Riigikogu põhiseaduskomisjoni esimees Hendrik Terras; reporter Madis Hindre",NA,file,content,audio,uudised-nelja-aasta-parast-ootab-korgemaid-riigitootajaid-aegade-suurim-palgatous,2023
audio,#FF9F7C,2023-12-18T00:00:00Z,UUDISED. Kuldmikrofoni pälvis Kaja Kärner,"Pikaajalise silmapaistva töö ja ringhäälingu järjepidevuse kandmise eest pälvis Kuldmikrofoni sel aastal Vikerraadio legendaarne raadiohääl ja saatejuht Kaja Kärner.
Kaja Kärner; reporter Margitta Otsmaa",NA,file,content,audio,uudised-kuldmikrofoni-palvis-kaja-karner,2023
audio,#AFA2EA,2023-12-18T00:00:00Z,UUDISED. Jeemeni mässulised on rünnanud Punasel merel mitut kaubalaeva,"Viimastel päevadel on Jeemeni Houthi mässulised rünnanud kaubalaevu, mis liiguvad Punasel merel. Mässulised on teada andnud, et teevad seda protestiks Iisraeli sõjategevuse vastu Gazas. Mitu rahvusvahelist laevanduskompaniid on on juba lõpetanud veod läbi Punase mere.
Lähis-Ida ekspert Peeter Raudsik; reporter Mall Mälberg",NA,file,content,audio,uudised-jeemeni-massulised-on-runnanud-punasel-merel-mitut-kaubalaeva,2023
audio,#669DED,2023-12-18T00:00:00Z,UUDISED. Ida-Virumaa korteriühistud saavad tuleval aastal soodustingimustel renoveerimistoetust,"Riik turgutab Ida-Virumaa kortermajade renoveerimist 25 miljoni euroga. Korteriühistutele pakutakse soodsamate tingimustega renoveerimistoetust.
Kliimaministeeriumi elukeskkonna ja ringmajanduse asekantsler Ivo Jaanisoo; valitsuse Ida-Virumaa esindaja Jaanus Purga; reporter Jüri Nikolajev",NA,file,content,audio,uudised-ida-virumaa-korteriuhistud-saavad-tuleval-aastal-soodustingimustel-renoveerimistoetust,2023
audio,#AFA2EA,2023-12-18T00:00:00Z,UUDISED. Elektrilevi loodab liinikoridoride laiendamisega ennetada elektrikatkestusi,"Elektrilevi plaanib elektrikatkestuste ennetamiseks hakata laiendama liinikoridore. Selleks läheb neile appi Riigimetsa Majandamise Keskus (RMK). Looduskaitsealadel on enne aga vaja Keskkonnaametiga kokkuleppele jõuda.
Kolga-Aabla küla elanik Tiiu; Elektrilevi juhatuse esimees Mihkel Härm; Riigimetsa Majandamise Keskuse juhatuse liige Erko Soolmann; reporter Kadri Põlendik",NA,file,content,audio,uudised-elektrilevi-loodab-liinikoridoride-laiendamisega-ennetada-elektrikatkestusi,2023
audio,#FF9F7C,2023-12-18T00:00:00Z,UUDISED. Arni Alandi. Väliskommentaar,Soome venelased ja topeltkodakondsusega inimesed asutavad organisatsiooni oma huvide kaitseks. Organisatsiooni esimene eesmärk on Soome-Vene piiri täielik avamine. Ülevaate teeb Arni Alandi,NA,file,content,audio,uudised-arni-alandi-valiskommentaar-434349,2023
audio,#1BABA1,2023-12-17T00:00:00Z,UUDISED. Suurbritannia kaitsetööstuse mahu kasv jääb allapoole Ukraina ootusi,"Suurbritannias on toetus Ukrainale laialdane, aga ka britid ei ole ekspertide hinnangul kaitsetööstuse tootmismahte vajalikul määral suurendanud. Ukraina ootab samas läänelt abi, mis võimaldaks neil sõda võita.
Reporter Epp Ehand; Ukraina kodanikuühiskonna eestkõneleja Hanna Hopko; Chatham House´i Ukraina foorumi juht Orysia Lutsevych; mõttekoja CER asedirektor Ian Bond; londonlased Sam, Bridget, Natalja",NA,file,content,audio,uudised-suurbritannia-kaitsetoostuse-mahu-kasv-jaab-allapoole-ukraina-ootusi,2023
audio,#669DED,2023-12-17T00:00:00Z,UUDISED. Airika Harrik. Teadusuudised,"Mida vanem inimene, seda vähem seostuvad värvid tema jaoks tunnetega. Läbi elu püsib kõige järjekindlamalt punase värvi seos armastusega.
Novaatori toimetaja Airika Harrik; Tallinna Ülikooli lingvistika ja tõlketeaduse dotsent Mari Uusküla",NA,file,content,audio,uudised-airika-harrik-teadusuudised-434160,2023
audio,#1BABA1,2023-12-16T00:00:00Z,UUDISED. Vesiniku kasutamine transpordis ja energeetikas toob omajagu muresid,"Kuigi rohevesinik on kütusena heitmevaba, ei pruugi see transpordisektoris ega energeetikas olla parim lahendus. Mureks on vesiniku hoiustamine, ohutus ja ka vesinikusõidukite tankimise keerukus.
Tallinna Tehnikaülikooli energiatehnoloogia instituudi kaasprofessor Oliver Järvik; reporter Joakim Klementi",NA,file,content,audio,uudised-vesiniku-kasutamine-transpordis-ja-energeetikas-toob-omajagu-muresid,2023
audio,#FF9F7C,2023-12-16T00:00:00Z,UUDISED. Rene Kundla. Kommentaaar,"Kui riik ja omavalitsused selgi kokku ei pane, jääb Ida-Virumaa põliseestlaste peredest tühjaks, väidab oma kommentaaris Rene Kundla. Põhjuseks pole mitte niivõrd madal iive, kuivõrd riigi ja omavalitsuste hariduspoliitilised otsused.",NA,file,content,audio,uudised-rene-kundla-kommentaaar,2023
audio,#FF9F7C,2023-12-16T00:00:00Z,UUDISED. Martna kooliõpilased teevad vanadest suuskadest ja toolidest tõukekelke,"Läänemaal asuva Martna Põhikooli noored ehitavad oma õpetaja juhendamisel tunnis tõukekelke. Kasu on mitmekülgne - vanakraam leiab kasutust, noored õpivad töövõtteid ja koolipere saab vahetunni ajal kelgusõiduga meelt lahutada.
Martna Põhikooli õpilased Kalju Vaher ja Alari Neggo; Martna Põhikooli tehnoloogiaõpetuse õpetaja Kaarel Padu; reporter Juhan Hepner",NA,file,content,audio,uudised-martna-kooliopilased-teevad-vanadest-suuskadest-ja-toolidest-toukekelke,2023
audio,#FC7E8A,2023-12-16T00:00:00Z,UUDISED. Kormoranimunade õlitamisega võis tekkida kahju ka teistele linnuliikidele,"Kuigi kormoranimunade õlitamisel võis tekkida kahju ka teistele linnuliikidele, peavad kalurid oluliseks jätkata kormoranide arvukuse piiramisega samal viisil.
Eesti Ornitoloogiaühingu linnukaitse spetsialist Liis Keerberg; kutseline kalur Tarmo Luks; Tartu Ülikooli linnuökoloog Marko Mägi; reporter Maria Kruusement",NA,file,content,audio,uudised-kormoranimunade-olitamisega-vois-tekkida-kahju-ka-teistele-linnuliikidele,2023
audio,#FC7E8A,2023-12-15T00:00:00Z,UUDISED. Vanemuine kavandab juurdeehitust,"Teater Vanemuine planeerib olemasolevale hoonele juurdeehitust. Teatrijuht Aivar Mäe sõnul on ruumi juurde vaja eelkõige selleks, et parandada orkestri proovi- ja töötingimusi.
Aivar Mäe; Tartu abilinnapea Elo Kiivet; reporter Jane Saluorg",NA,file,content,audio,uudised-vanemuine-kavandab-juurdeehitust,2023
audio,#AFA2EA,2023-12-15T00:00:00Z,UUDISED. Ungari tõkestas Euroopa Liidu 50 miljardi eurose abi Ukrainale,"Ungari peaminister Viktor Orban tõkestas Euroopa Liidu 50 miljardi euro suuruse abi eraldamise Ukrainale. Euroopa Ülemkogu eesistuja Charles Michel teatas, et Euroopa Liit tuleb tippkohtumisel Ukraina abiraha teema juurde tagasi järgmise aasta alguses. Brüsselis jälgis sündmuste arengut Joosep Värk, kes andis neist ülevaate Kadri Põlendikule.",NA,file,content,audio,uudised-ungari-tokestas-euroopa-liidu-50-miljardi-eurose-abi-ukrainale,2023
audio,#FF9F7C,2023-12-15T00:00:00Z,UUDISED. Talve jooksul Ukrainas käivas sõjas on oodata pigem tuleduelle kui suuri manöövreid,"Kaitseväe peastaabi ülema asetäitja operatsioonide alal kolonel Mart Vendla tegi Kaitseministeeriumis toimunud pressikonverentsil ülevaate viimastest arengutest Ukrainas käivas sõjas.
Mart Vendla; reporter Margitta Otsmaa",NA,file,content,audio,uudised-talve-jooksul-ukrainas-kaivas-sojas-on-oodata-pigem-tuleduelle-kui-suuri-manoovreid,2023
audio,#669DED,2023-12-15T00:00:00Z,UUDISED. Tagandamisprotsess annab vabariiklastele uued võimalused presidendi tegevuse uurimiseks,"USA esindajatekoja ametlikult algatatud tagandamisprotsessiga said vabariiklased suuremad volitused president Joe Bideni tegevuse uurimiseks. Järgmise sammuna nõutakse presidendi lähikondseilt tõenäoliselt dokumente ja tunnistusi. Demokraatide hinnangul raiskavad vabariiklased aga ainult aega.
Reporter Maria-Ann Rohemäe; USA esindajatekoja liige, vabariiklane James Comer; USA esindajatekoja demokraatide juht Hakeem Jeffries; USA presidendi Joe Bideni poeg Hunter Biden; George Washingtoni Ülikooli riigiteaduste professor Todd Belt",NA,file,content,audio,uudised-tagandamisprotsess-annab-vabariiklastele-uued-voimalused-presidendi-tegevuse-uurimiseks,2023
audio,#1BABA1,2023-12-15T00:00:00Z,UUDISED. Saabuv sulailm teeb liiklemise keeruliseks,"Lähipäevil on prognoosi järgi oodata ilma soojenemist ja võib sadada ka vihma, seega võib katustelt hakata alla vajuma sinna kogunenud lumi ja on ka jääpurikate tekkimise oht. Margitta Otsmaa uuris, kuidas on Tallinna tänavahooldajad ilmamuutuseks valmistunud.
Tallinna Keskkonna- ja Kommunaalameti juhataja asetäitja Tarmo Sulg; EKT Teede tänavahoolduse valdkonna juht Elmo Meier; Tallinna Munitsipaalpolitsei Ameti peainspektor Jaanus Kivi",NA,file,content,audio,uudised-saabuv-sulailm-teeb-liiklemise-keeruliseks,2023
audio,#669DED,2023-12-15T00:00:00Z,UUDISED. Rapla vallas on puudu 120 lasteaiakohta,"Rapla vallas kasvab rahulolematus sellega, et vallas on puudu 120 lasteaiakohta. Kuigi vald toetab nii eralastehoius käivaid kui ka koduseid lapsi, kulub uue lasteaia ehitamisele paar aastat.
Rapla lasteaia Päkapikk direktor Katrin Antson; väikelaste emad Ene McLaughlin ja Kaidi Kornak; Rapla vallavanem Gert Villard; reporter Olev Kenk",NA,file,content,audio,uudised-rapla-vallas-on-puudu-120-lasteaiakohta,2023
